,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6499,2676-ishsf,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.3,20.3,0
6500,9236-nducw,female,0,0,0,21,0,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,0,mailed_check,35.1,770.4,0
6501,4753-padas,female,0,1,0,67,1,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,1,bank_transfer_(automatic),105.7,6816.95,0
6502,6103-qckfx,female,0,1,1,44,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,bank_transfer_(automatic),56.25,2419.55,0
6503,7781-ewara,male,0,1,1,70,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,0,electronic_check,60.35,4138.7,0
6504,6110-ohihy,male,0,0,0,3,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,0,electronic_check,79.25,267.6,1
6505,7018-fpxhh,male,0,1,1,56,1,no,dsl,yes,yes,yes,no,no,no,two_year,1,bank_transfer_(automatic),59.8,3457.45,0
6506,5889-lfoll,female,0,0,0,13,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,84.6,1115.2,1
6507,5708-evonk,female,0,1,1,58,1,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),93.4,5435.6,1
6508,8708-xpxhz,female,0,1,1,42,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,94.2,4186.3,1
6509,0616-atfgb,male,1,1,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,25.05,25.05,1
6510,0572-zjklt,female,0,1,1,46,1,yes,fiber_optic,yes,no,yes,yes,no,yes,two_year,0,mailed_check,99.65,4630.2,0
6511,5135-rddql,female,0,1,1,63,1,no,dsl,yes,no,no,no,no,no,two_year,1,bank_transfer_(automatic),50.65,3221.25,0
6512,1353-ljwem,male,0,0,0,11,1,no,dsl,no,yes,yes,yes,no,no,month-to-month,1,electronic_check,60.9,688.5,0
6513,1794-swwkl,male,0,1,1,15,1,yes,dsl,no,no,yes,yes,no,no,month-to-month,1,bank_transfer_(automatic),59.65,867.1,0
6514,6166-yipfo,male,0,1,0,72,0,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,1,electronic_check,64.7,4746.05,0
6515,7016-bpgeu,female,0,0,0,29,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),25.1,712.85,1
6516,6876-adesb,male,0,0,1,1,1,no,dsl,no,no,yes,no,no,no,month-to-month,0,electronic_check,48.95,48.95,1
6517,9332-gywlo,female,0,1,1,6,1,no,dsl,no,no,no,no,yes,no,month-to-month,0,electronic_check,54.85,355.1,0
6518,1963-svucv,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,45.3,45.3,1
6519,4184-vodjz,male,0,1,1,63,1,yes,fiber_optic,no,yes,no,no,no,yes,one_year,1,electronic_check,91.35,5764.7,0
6520,0220-ebgce,male,0,0,0,2,1,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,1,electronic_check,85.85,167.3,1
6521,1092-wpivq,female,0,1,1,18,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,25.1,428.45,0
6522,7233-ioqnp,female,0,1,0,43,0,no_phone_service,dsl,yes,no,no,yes,no,no,month-to-month,0,bank_transfer_(automatic),34.0,1505.35,0
6523,2834-jkoow,female,0,0,0,15,0,no_phone_service,dsl,yes,yes,yes,yes,no,no,one_year,0,mailed_check,45.9,693.45,0
6524,2754-vdltr,male,0,0,1,10,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,0,electronic_check,95.2,930.4,1
6525,2400-feqme,male,0,1,1,55,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.5,1177.95,0
6526,3190-xfani,male,0,0,1,49,1,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,1,bank_transfer_(automatic),100.6,5069.65,1
6527,7551-dacsp,male,0,1,1,6,1,no,dsl,no,yes,yes,no,no,no,month-to-month,1,mailed_check,55.3,324.25,1
6528,4957-sreec,male,0,1,1,70,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),20.35,1458.1,0
6529,7235-nxzcp,male,1,0,0,2,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,74.85,156.4,1
6530,0230-ubypq,male,1,1,0,63,0,no_phone_service,dsl,yes,no,no,yes,no,no,one_year,0,bank_transfer_(automatic),36.1,2298.9,0
6531,4923-adwxj,female,0,0,0,25,1,no,dsl,no,yes,no,yes,no,yes,month-to-month,1,bank_transfer_(automatic),65.8,1679.65,0
6532,1763-kuaaw,female,1,0,0,18,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,bank_transfer_(automatic),20.35,369.6,0
6533,1104-tnlza,male,1,1,0,28,1,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,1,electronic_check,105.8,2998.0,0
6534,5195-kpunq,female,1,0,0,53,1,no,fiber_optic,yes,yes,no,yes,no,yes,one_year,1,mailed_check,96.75,5206.55,0
6535,0520-fdvvt,male,0,0,0,35,1,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,1,bank_transfer_(automatic),102.35,3626.1,1
6536,3439-gvusx,male,0,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,24.4,24.4,0
6537,1444-vvsgw,male,0,1,0,70,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,0,credit_card_(automatic),115.65,7968.85,1
6538,5712-ptiww,male,0,0,0,2,1,no,fiber_optic,no,no,yes,yes,no,no,month-to-month,1,electronic_check,79.85,152.45,1
6539,5949-hgvjl,female,0,1,0,26,1,no,dsl,no,yes,no,yes,yes,yes,month-to-month,1,electronic_check,73.05,1959.5,0
6540,5203-xehax,female,0,0,0,34,1,no,dsl,yes,yes,no,no,no,yes,one_year,0,electronic_check,64.35,2053.05,0
6541,1635-hdgft,female,0,0,1,19,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.5,398.55,0
6542,3315-totbp,male,0,0,0,15,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,76.0,1130.85,1
6543,8050-xgrvl,female,0,1,1,62,1,no,dsl,yes,no,yes,no,no,no,one_year,0,credit_card_(automatic),54.75,3425.35,0
6544,6661-hbgwl,female,1,0,0,42,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,bank_transfer_(automatic),104.75,4323.45,1
6545,1518-vowav,female,0,0,0,9,1,no,dsl,yes,yes,no,no,yes,yes,month-to-month,1,electronic_check,74.65,703.55,1
6546,9828-qhfbk,male,0,0,0,24,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic_check,51.15,1275.7,0
6547,3908-mkimj,male,1,1,0,68,0,no_phone_service,dsl,yes,yes,yes,no,no,no,two_year,1,electronic_check,41.95,2965.75,0
6548,5012-yspjj,male,0,1,1,31,1,no,dsl,no,no,yes,yes,no,no,month-to-month,0,mailed_check,54.35,1647.0,0
6549,5909-echui,female,0,0,0,1,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic_check,56.25,56.25,1
6550,1309-bxvoq,male,0,1,0,21,1,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic_check,106.1,2249.95,1
6551,6728-voify,female,0,1,0,63,1,no,fiber_optic,no,yes,no,no,yes,yes,one_year,1,electronic_check,96.0,6109.75,0
6552,9317-wzpgv,female,1,0,0,2,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),79.75,159.4,1
6553,4891-nluba,female,0,1,1,61,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),61.45,3751.15,0
6554,2856-hyapg,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,68.65,68.65,1
6555,8969-prhfk,male,0,0,0,18,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.65,411.25,0
6556,0661-kqhnk,female,0,1,1,6,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),19.0,105.5,0
6557,8709-krdvl,female,0,0,0,33,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,100.0,3320.6,0
6558,4488-psycg,male,0,0,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.25,327.45,1
6559,1427-versm,female,0,1,0,56,1,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic_check,98.7,5669.5,0
6560,9801-noshq,male,0,0,1,23,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.8,465.45,0
6561,6339-ypsah,male,0,0,0,9,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,electronic_check,73.8,704.3,0
6562,3621-ceovk,female,1,1,0,14,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,100.2,1369.8,1
6563,6906-andwj,male,0,1,1,15,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),74.9,1107.25,1
6564,2159-turxx,male,0,0,0,5,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,credit_card_(automatic),20.05,95.55,0
6565,1548-fehvl,male,0,1,0,61,1,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,1,electronic_check,106.2,6375.2,0
6566,3795-cawex,male,0,1,1,70,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,1,credit_card_(automatic),116.55,8152.3,0
6567,6215-nqcpy,male,0,0,0,15,1,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,1,electronic_check,99.7,1566.75,0
6568,5647-urdka,male,0,1,1,8,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.7,130.25,0
6569,2229-dpmbi,female,0,1,1,8,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.5,162.15,0
6570,9626-weqrm,female,0,0,0,4,0,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,1,mailed_check,29.15,110.05,0
6571,2188-sxwvt,female,0,0,0,34,1,no,dsl,yes,yes,no,no,no,no,one_year,0,mailed_check,55.0,1885.15,0
6572,6258-pvzwj,male,0,1,0,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,1,credit_card_(automatic),90.8,6302.85,0
6573,1094-bkosx,female,0,1,1,45,0,no_phone_service,dsl,no,yes,yes,yes,no,yes,one_year,0,bank_transfer_(automatic),51.0,2264.5,0
6574,6969-mvbai,female,1,0,0,9,1,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,1,electronic_check,90.1,816.8,0
6575,2978-xxsog,female,0,0,0,22,1,yes,dsl,yes,no,no,yes,no,no,month-to-month,1,mailed_check,59.05,1253.5,0
6576,2342-ckiao,female,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.3,41.2,0
6577,6953-pbdin,male,0,1,0,70,1,yes,dsl,no,yes,yes,yes,yes,no,two_year,0,bank_transfer_(automatic),72.95,5265.55,0
6578,3898-bsjyf,female,0,0,1,10,1,yes,dsl,yes,no,yes,yes,no,yes,one_year,0,credit_card_(automatic),73.55,693.3,0
6579,3938-yfpxd,male,0,0,0,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two_year,0,credit_card_(automatic),84.3,5997.1,0
6580,7696-amhod,female,0,1,1,49,1,no,dsl,no,yes,yes,no,yes,yes,one_year,0,credit_card_(automatic),78.0,3824.2,0
6581,2453-safns,female,1,0,0,54,1,yes,dsl,no,yes,no,yes,yes,no,one_year,0,mailed_check,72.1,3886.05,0
6582,9558-ihezx,female,0,0,0,71,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,1,credit_card_(automatic),106.75,7283.25,0
6583,9617-udpeu,female,0,0,0,22,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,mailed_check,19.25,412.55,0
6584,6340-dacft,female,0,1,1,50,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),20.55,1070.25,0
6585,4955-vcwbi,female,0,1,1,43,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.0,817.95,0
6586,6813-gzqcg,female,0,1,1,45,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),24.65,1171.3,0
6587,7426-gswpo,male,1,0,0,64,1,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,1,bank_transfer_(automatic),103.5,6548.65,0
6588,3389-ktrxv,female,0,1,1,23,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,23.85,625.65,0
6589,3118-uhvvq,female,0,1,0,68,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),25.8,1911.5,0
6590,1031-iideo,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,70.85,70.85,1
6591,5832-xkaes,male,0,0,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),69.8,134.7,1
6592,3205-mxzra,male,0,0,0,26,1,no,dsl,no,no,no,yes,yes,no,one_year,0,credit_card_(automatic),59.45,1507.0,0
6593,4701-ahwmw,male,0,1,0,55,0,no_phone_service,dsl,no,no,yes,yes,yes,yes,month-to-month,1,bank_transfer_(automatic),54.55,2978.3,1
6594,8317-bvkso,male,0,0,0,14,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,electronic_check,20.05,299.3,0
6595,5702-kvqrd,male,0,1,0,71,1,no,dsl,yes,no,yes,yes,yes,yes,two_year,1,electronic_check,82.55,5832.65,0
6596,0083-pivik,male,0,0,0,64,1,yes,dsl,yes,yes,yes,yes,yes,no,one_year,0,electronic_check,81.25,5567.55,0
6597,9210-iahgh,female,0,0,0,7,1,no,dsl,no,no,no,yes,yes,yes,month-to-month,1,credit_card_(automatic),70.75,450.8,1
6598,6169-pgncd,female,0,0,0,57,1,no,dsl,yes,yes,yes,yes,yes,no,two_year,1,credit_card_(automatic),74.3,4166.35,0
6599,0023-xuopt,female,0,1,0,13,1,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,0,electronic_check,94.1,1215.6,1
6600,4592-iwtji,female,0,1,1,3,0,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,0,credit_card_(automatic),29.7,91.7,1
6601,4909-joupp,male,1,1,0,72,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),109.7,7898.45,0
6602,4657-fwvfy,female,0,1,1,40,1,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,1,credit_card_(automatic),96.35,3915.4,0
6603,2257-bovxd,male,0,1,0,14,1,yes,dsl,no,no,no,yes,yes,no,month-to-month,1,credit_card_(automatic),66.6,979.5,0
6604,7729-jteec,male,0,1,1,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,44.5,90.05,0
6605,7632-mnyoy,male,1,0,0,66,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,0,credit_card_(automatic),110.9,7432.05,1
6606,6518-lgaov,female,0,1,0,38,1,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic_check,105.0,4026.4,1
6607,7242-qzlxf,male,0,0,1,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,25.3,25.3,1
6608,4576-csajh,male,0,0,0,22,1,no,dsl,no,yes,no,yes,no,no,one_year,1,credit_card_(automatic),55.15,1193.05,1
6609,1000-ajsld,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.1,20.1,1
6610,9696-rmyba,male,0,0,0,5,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,mailed_check,80.1,398.55,0
6611,8690-upczi,male,0,1,1,29,1,yes,dsl,yes,no,no,yes,yes,no,one_year,0,bank_transfer_(automatic),69.05,1958.45,0
6612,1062-lhzod,male,0,1,1,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,69.9,69.9,1
6613,9770-lxdbk,female,0,0,0,3,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.4,63.15,0
6614,4086-witjg,male,0,1,1,71,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.7,1301.1,0
6615,8344-wfmfh,male,0,0,1,9,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic_check,50.1,484.05,0
6616,9600-naxzn,male,0,0,0,43,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,101.4,4528.0,1
6617,8822-knbhv,female,0,0,0,48,1,yes,dsl,yes,yes,yes,no,yes,yes,one_year,1,credit_card_(automatic),83.45,3887.85,0
6618,8404-fydib,male,0,0,0,26,1,yes,fiber_optic,yes,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),86.65,2208.75,0
6619,2791-sfvew,female,0,0,0,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.15,238.15,0
6620,6457-usber,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,80.8,80.8,1
6621,6762-nsodu,female,0,1,1,46,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.4,958.15,0
6622,4662-ekdpq,male,0,0,0,2,1,yes,dsl,no,no,no,no,no,yes,month-to-month,0,bank_transfer_(automatic),62.05,118.3,1
6623,9248-ojykk,male,1,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,76.45,76.45,1
6624,9888-zcumm,male,0,1,1,64,0,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),60.05,3845.45,0
6625,3398-fshon,female,1,0,0,12,1,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,1,electronic_check,91.3,1094.5,1
6626,3319-dwoep,male,1,1,0,6,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,95.75,573.75,1
6627,1074-wvevg,female,0,1,0,59,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.35,1267.0,0
6628,9979-rgmzt,female,0,0,0,7,1,no,fiber_optic,no,yes,no,no,yes,yes,one_year,1,mailed_check,94.05,633.45,0
6629,6437-udqjm,female,1,1,0,72,1,yes,dsl,yes,yes,yes,no,yes,yes,two_year,1,credit_card_(automatic),84.1,6129.65,0
6630,1226-ienzn,male,1,0,0,16,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,78.75,1218.25,0
6631,2108-glpqb,male,0,1,0,25,1,yes,dsl,no,no,yes,no,no,no,month-to-month,0,credit_card_(automatic),55.55,1405.3,0
6632,9259-pacgq,female,0,1,0,34,1,yes,dsl,yes,yes,no,yes,no,no,month-to-month,0,electronic_check,62.65,2274.9,1
6633,4415-ijztp,female,0,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,74.5,74.5,1
6634,1465-vindh,female,0,1,1,10,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,credit_card_(automatic),102.1,1068.85,1
6635,5474-lamuq,male,0,1,0,24,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,533.9,0
6636,3468-drvqj,female,0,1,1,10,1,yes,dsl,yes,yes,no,no,yes,no,one_year,0,electronic_check,70.3,676.15,0
6637,1122-yjbcs,male,0,1,0,69,1,no,dsl,yes,yes,no,no,no,no,one_year,1,credit_card_(automatic),53.65,3804.4,0
6638,4990-aldgw,male,0,0,0,57,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.75,1118.8,0
6639,4816-okwnx,male,0,1,1,50,1,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,1,bank_transfer_(automatic),103.4,5236.4,0
6640,3315-ikyzq,male,0,1,1,28,0,no_phone_service,dsl,yes,no,yes,yes,yes,no,one_year,0,mailed_check,50.8,1386.8,0
6641,2810-ftlem,female,0,0,0,16,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic_check,50.15,762.25,1
6642,4747-lcaql,male,0,0,0,25,1,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,1,mailed_check,79.0,1902.0,0
6643,3411-wlrsq,female,1,1,0,3,1,no,fiber_optic,no,yes,no,no,no,no,month-to-month,1,bank_transfer_(automatic),74.6,239.05,0
6644,0898-xcgtf,male,0,1,0,61,1,yes,fiber_optic,no,no,no,no,yes,yes,one_year,1,bank_transfer_(automatic),96.5,5673.7,0
6645,8006-pycsw,female,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.1,39.8,0
6646,8249-thvec,male,0,1,1,51,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.4,997.75,0
6647,8722-prfdv,female,0,1,1,71,1,no,dsl,yes,no,yes,no,yes,yes,two_year,0,credit_card_(automatic),77.55,5574.35,0
6648,2164-soqxl,female,0,1,1,20,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.05,406.05,0
6649,4020-kiudi,male,0,1,1,6,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,credit_card_(automatic),19.85,138.85,0
6650,5850-bdwcy,female,0,0,0,6,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.2,123.65,0
6651,2038-yseze,female,0,0,0,29,1,yes,dsl,yes,yes,no,yes,no,no,month-to-month,0,mailed_check,67.45,1801.1,0
6652,0827-itjph,male,0,0,0,36,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),18.55,689.0,0
6653,8799-oxzmd,female,0,0,0,28,0,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,1,mailed_check,29.75,790.7,0
6654,1925-tible,female,0,1,0,7,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,86.5,582.5,1
6655,1705-guhpv,female,0,0,0,63,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,24.2,1618.2,0
